,Cause,Type,Year,Data Redundancy,Total Deaths,Source,Page at Source,Source URL,CategorizeCause
280,Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2014,1,54,Profil Kesehatan Indonesia Tahun 2014,Lampiran 6.15,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2014.pdf,Tetanus
281,Diare,Bencana Non Alam dan Penyakit,2004,1,53,Profil Kesehatan Indonesia Tahun 2006,44,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Diare
282,KLB Diare,Bencana Non Alam dan Penyakit,2004,1,53,Profil Kesehatan Indonesia Tahun 2008,46,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Diare
283,Cedera lahir,Bencana Non Alam dan Penyakit,2005,1,51,Profil Kesehatan Indonesia Tahun 2005,17,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Kehamilan & Persalinan
284,Banjir dan Tanah Longsor,Bencana Alam,2017,1,49,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Banjir & Tanah longsor
285,AIDS,Bencana Non Alam dan Penyakit,2000,1,47,Profil Kesehatan Indonesia Tahun 2004,78,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,AIDS
286,Tanah Longsor,Bencana Alam,2007,1,46,Profil Kesehatan Indonesia Tahun 2007,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Banjir & Tanah longsor
287,Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2006,1,46,Profil Kesehatan Indonesia Tahun 2006,40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Tetanus
288,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2006,1,45,Profil Kesehatan Indonesia Tahun 2018,240,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
289,Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2018,1,45,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Keracunan
290,Konflik Sosial atau Kerusuhan Sosial,Bencana Sosial,2015,1,45,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Konflik Sosial
291,Ledakan Granat/Bom,Bencana Non Alam dan Penyakit,2005,1,45,Profil Kesehatan Indonesia Tahun 2005,Lampiran 4.24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Ledakan Granat/Bom
292,Difteri,Bencana Non Alam dan Penyakit,2017,1,44,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Penyakit Nafas
293,KLB Campak,Bencana Non Alam dan Penyakit,2004,1,44,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Penyakit Infeksi
294,KLB Malaria Falsiparum,Bencana Non Alam dan Penyakit,2005,1,44,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Malaria
295,Banjir,Bencana Alam,2019,1,43,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Banjir & Tanah longsor
296,Banjir dan Tanah Longsor,Bencana Alam,2018,1,43,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Banjir & Tanah longsor
297,Leptospirosis,Bencana Non Alam dan Penyakit,2010,1,43,Profil Kesehatan Indonesia Tahun 2018,238,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Infeksi Hewan
298,Perdarahan pasca persalinan,Bencana Non Alam dan Penyakit,2004,1,43,Profil Kesehatan Indonesia Tahun 2004,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Kehamilan & Persalinan
299,Perdarahan pasca persalinan,Bencana Non Alam dan Penyakit,2006,1,43,Profil Kesehatan Indonesia Tahun 2006,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Kehamilan & Persalinan
300,Tetanus,Bencana Non Alam dan Penyakit,2005,1,43,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Tetanus
301,Banjir,Bencana Alam,2016,1,42,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Banjir & Tanah longsor
302,Banjir Bandang,Bencana Alam,2008,1,42,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Banjir & Tanah longsor
303,Kebakaran,Bencana Non Alam dan Penyakit,2016,1,42,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Kebakaran
304,KLB Campak,Bencana Non Alam dan Penyakit,2009,1,42,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Penyakit Infeksi
305,Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2004,1,42,Profil Kesehatan Indonesia Tahun 2004,16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Tetanus
306,Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2013,1,42,Profil Kesehatan Indonesia Tahun 2013,Lampiran 6.18,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2013.pdf,Tetanus
307,Plasenta previa,Bencana Non Alam dan Penyakit,2005,1,40,Profil Kesehatan Indonesia Tahun 2005,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Kehamilan & Persalinan
308,Difteri,Bencana Non Alam dan Penyakit,2013,1,39,Profil Kesehatan Indonesia Tahun 2013,Lampiran 6.23,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2013.pdf,Penyakit Nafas
309,KLB Tetanus Neonatal,Bencana Non Alam dan Penyakit,2004,1,39,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Tetanus
310,Banjir Bandang,Bencana Alam,2012,1,38,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Banjir & Tanah longsor
311,Difteri,Bencana Non Alam dan Penyakit,2011,1,38,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.29,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Penyakit Nafas
312,Angin Puting Beliung,Bencana Alam,2015,1,37,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Angin & Gelombang
313,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2007,1,37,Profil Kesehatan Indonesia Tahun 2018,240,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
314,KLB Diare,Bencana Non Alam dan Penyakit,2018,1,36,Profil Kesehatan Indonesia Tahun 2018,197,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Diare
315,Plasenta previa,Bencana Non Alam dan Penyakit,2006,1,36,Profil Kesehatan Indonesia Tahun 2006,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Kehamilan & Persalinan
316,Banjir,Bencana Alam,2015,1,35,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Banjir & Tanah longsor
317,Penyakit Telinga dan Pros. Mastoideus,Bencana Non Alam dan Penyakit,2006,1,35,Profil Kesehatan Indonesia Tahun 2007,Lampiran 3.4,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2007.pdf,Penyakit Telinga dan Pros. Mastoideus
318,Kecelakaan Transportasi Laut-Udara,Bencana Non Alam dan Penyakit,2019,1,34,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Kecelakaan
319,Kejadian Luar Biasa (KLB) - Keracunan,Bencana Non Alam dan Penyakit,2016,1,34,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Keracunan
320,KLB Diare,Bencana Non Alam dan Penyakit,2017,1,34,Profil Kesehatan Indonesia Tahun 2017,178,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Diare
321,Konflik,Bencana Sosial,2011,1,34,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Konflik Sosial
322,Persalinan prematur,Bencana Non Alam dan Penyakit,2006,1,34,Profil Kesehatan Indonesia Tahun 2006,24,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Kehamilan & Persalinan
323,Tanah Longsor,Bencana Alam,2019,1,34,Profil Kesehatan Indonesia Tahun 2019,Lampiran 63.c,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Banjir & Tanah longsor
324,Banjir,Bencana Alam,2010,1,33,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Banjir & Tanah longsor
325,Kecelakaan Industri,Bencana Non Alam dan Penyakit,2009,1,33,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Kecelakaan
326,Konflik,Bencana Sosial,2010,1,33,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Konflik Sosial
327,Persalinan prematur,Bencana Non Alam dan Penyakit,2005,1,31,Profil Kesehatan Indonesia Tahun 2005,20,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Kehamilan & Persalinan
328,Banjir,Bencana Alam,2009,1,30,Profil Kesehatan Indonesia Tahun 2009,Lampiran 4.27,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Banjir & Tanah longsor
329,KLB Diare,Bencana Non Alam dan Penyakit,2015,1,30,Profil Kesehatan Indonesia Tahun 2017,179,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Diare
330,Malaria Klinis,Bencana Non Alam dan Penyakit,2006,1,30,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Malaria
331,Plasenta previa,Bencana Non Alam dan Penyakit,2004,1,30,Profil Kesehatan Indonesia Tahun 2004,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Kehamilan & Persalinan
332,Difteri,Bencana Non Alam dan Penyakit,2018,1,29,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
333,Kebakaran,Bencana Non Alam dan Penyakit,2010,1,29,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Kebakaran
334,KLB Diare,Bencana Non Alam dan Penyakit,2014,1,29,Profil Kesehatan Indonesia Tahun 2017,179,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Diare
335,Leptospirosis,Bencana Non Alam dan Penyakit,2012,1,29,Profil Kesehatan Indonesia Tahun 2018,238,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Infeksi Hewan
336,Keracunan Makanan,Bencana Non Alam dan Penyakit,2002,1,27,Profil Kesehatan Indonesia Tahun 2005,53,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Keracunan
337,Tetanus Neonatorium,Bencana Non Alam dan Penyakit,2015,1,27,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.15,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Tetanus
338,Banjir,Bencana Alam,2018,1,26,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Banjir & Tanah longsor
339,Penyakit hemolitik pada janin dan bayi baru lahir,Bencana Non Alam dan Penyakit,2005,1,26,Profil Kesehatan Indonesia Tahun 2005,17,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Kehamilan & Persalinan
340,Kegagalan Teknologi,Bencana Non Alam dan Penyakit,2011,1,25,Profil Kesehatan Indonesia Tahun 2011,Lampiran 3.40,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2011.pdf,Kegagalan Teknologi
341,KLB Diare,Bencana Non Alam dan Penyakit,2012,1,25,Profil Kesehatan Indonesia Tahun 2017,179,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Diare
342,Leptospirosis,Bencana Non Alam dan Penyakit,2004,1,25,Profil Kesehatan Indonesia Tahun 2009,Lampiran 3.33,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2009.pdf,Infeksi Hewan
343,Difteri,Bencana Non Alam dan Penyakit,2010,1,24,Profil Kesehatan Indonesia Tahun 2010,Lampiran 3.29,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Penyakit Nafas
344,Difteri,Bencana Non Alam dan Penyakit,2016,1,24,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.23,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Penyakit Nafas
345,Angin Siklon Tropis,Bencana Alam,2012,1,23,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Angin & Gelombang
346,Banjir Bandang,Bencana Alam,2017,1,23,Profil Kesehatan Indonesia Tahun 2017,Lampiran 6.43,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-tahun-2017.pdf,Banjir & Tanah longsor
347,Cedera lahir,Bencana Non Alam dan Penyakit,2004,1,23,Profil Kesehatan Indonesia Tahun 2004,16,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Kehamilan & Persalinan
348,Difteri,Bencana Non Alam dan Penyakit,2019,1,23,Profil Kesehatan Indonesia Tahun 2019,Lampiran 62.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2019.pdf,Penyakit Nafas
349,Gagal Teknologi,Bencana Non Alam dan Penyakit,2015,1,23,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Kegagalan Teknologi
350,Keracunan Makanan,Bencana Non Alam dan Penyakit,2001,1,23,Profil Kesehatan Indonesia Tahun 2005,53,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Keracunan
351,KLB Keracunan Makanan,Bencana Non Alam dan Penyakit,2004,1,23,Profil Kesehatan Indonesia Tahun 2004,Lampiran 3.14,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Keracunan
352,Leptospirosis,Bencana Non Alam dan Penyakit,2009,1,23,Profil Kesehatan Indonesia Tahun 2018,238,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Infeksi Hewan
353,Persalinan prematur,Bencana Non Alam dan Penyakit,2004,1,23,Profil Kesehatan Indonesia Tahun 2004,19,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2004.pdf,Kehamilan & Persalinan
354,Tanah Longsor,Bencana Alam,2018,1,23,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Banjir & Tanah longsor
355,Kebakaran Hutan dan Lahan,Bencana Alam,2015,1,22,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Kebakaran
356,Kecelakaan Industri,Bencana Non Alam dan Penyakit,2018,1,22,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Kecelakaan
357,Keracunan Makanan,Bencana Non Alam dan Penyakit,2004,1,22,Profil Kesehatan Indonesia Tahun 2005,53,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Keracunan
358,Keracunan/KLB,Bencana Non Alam dan Penyakit,2012,1,22,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Keracunan
359,Leptospirosis,Bencana Non Alam dan Penyakit,2008,1,22,Profil Kesehatan Indonesia Tahun 2015,199,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Infeksi Hewan
360,Keracunan Makanan,Bencana Non Alam dan Penyakit,2006,1,21,Profil Kesehatan Indonesia Tahun 2006,Lampiran 4.25,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Keracunan
361,KLB Campak,Bencana Non Alam dan Penyakit,2014,1,21,Profil Kesehatan Indonesia Tahun 2014,Lampiran 6.18,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2014.pdf,Penyakit Infeksi
362,Leptospirosis,Bencana Non Alam dan Penyakit,2002,1,21,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Infeksi Hewan
363,Penyakit Telinga dan Pros. Mastoideus,Bencana Non Alam dan Penyakit,2005,1,21,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.3.a,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Penyakit Telinga dan Pros. Mastoideus
364,Angin Puting Beliung,Bencana Alam,2016,1,20,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Angin & Gelombang
365,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2008,1,20,Profil Kesehatan Indonesia Tahun 2018,240,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
366,Banjir Bandang,Bencana Alam,2015,1,20,Profil Kesehatan Indonesia Tahun 2015,Lampiran 6.28,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-Tahun-2015.pdf,Banjir & Tanah longsor
367,Banjir dan Tanah Longsor,Bencana Alam,2012,1,20,Profil Kesehatan Indonesia Tahun 2012,Lampiran 3.38,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2012.pdf,Banjir & Tanah longsor
368,Gagal Teknologi,Bencana Non Alam dan Penyakit,2016,1,20,Profil Kesehatan Indonesia Tahun 2016,Lampiran 6.37,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/Profil-Kesehatan-Indonesia-2016.pdf,Kegagalan Teknologi
369,Penyakit hemolitik pada janin dan bayi baru lahir,Bencana Non Alam dan Penyakit,2006,1,20,Profil Kesehatan Indonesia Tahun 2006,21,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Kehamilan & Persalinan
370,Avian Influenza (Flu Burung),Bencana Non Alam dan Penyakit,2009,1,19,Profil Kesehatan Indonesia Tahun 2018,240,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Penyakit Nafas
371,Banjir disertai Tanah Longsor,Bencana Alam,2010,1,19,Profil Kesehatan Indonesia Tahun 2010,Lampiran 4.42,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2010.pdf,Banjir & Tanah longsor
372,Rabies,Bencana Non Alam dan Penyakit,2006,1,19,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Infeksi Hewan
373,Aksi Teror dan Sabotase,Bencana Sosial,2018,1,18,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Aksi Teror dan Sabotase
374,Banjir Bandang,Bencana Alam,2018,1,18,Profil Kesehatan Indonesia Tahun 2018,Lampiran 6.49,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/PROFIL_KESEHATAN_2018_1.pdf,Banjir & Tanah longsor
375,KLB Rabies,Bencana Non Alam dan Penyakit,2005,1,18,Profil Kesehatan Indonesia Tahun 2005,Lampiran 3.26,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2005.pdf,Infeksi Hewan
376,Tetanus,Bencana Non Alam dan Penyakit,2006,1,18,Profil Kesehatan Indonesia Tahun 2006,Lampiran 3.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2006.pdf,Tetanus
377,Banjir disertai Tanah Longsor,Bencana Alam,2008,1,17,Profil Kesehatan Indonesia Tahun 2008,Lampiran 4.31,https://pusdatin.kemkes.go.id/download.php?file=download/pusdatin/profil-kesehatan-indonesia/profil-kesehatan-indonesia-2008.pdf,Banjir & Tanah longsor
