label,tweet
sadness,iya menguatkan sih. mino cerita member biar beban :''''''''')
sadness,teman rekomen masuk kantor gue. ya gimana kaga siang kaga malam wa-an mulu. kalah fangirl emak2. gimana rekomen. kerjanya orang begini.
love,"yang, :"") kemarin ngajarin rap lagu ini? gatausih(?) apa-apa sayang bri hehe"
anger,"tolong ya ditinjau ulang team nya ngundang dia. sexual harassment. mohon kebijakan ulangnya, terima kasih"
fear,"takut terbuat kecewa peluang terakhir, i knw him. kecewa teramat takkan pandang belakang. dn takut hilang"
love,"gimana. itu,makin sayang lu. bilang,gue sayang teman deket. but,setelah dipikir pikir lagi,gue tuh sayang more than a friend."
love,"bilang sayang kamu, tandanya bohong kamu.. sayang, nikahin kamu.. nikahin kamu.."
love,akun base sayang. lain. makasih admin2nyaaa cinta cinta cinta i purple you!
anger,"bilang gini ""mas maen2 ya gua? : ya kaga bege, main ngapain tunggu bertahun2? rajin gua"" and finally putus2 wkwkw makan tuh"
happy,"tambahin ya? -cantik kaya lihat malaikat -gapunya kelemahan, sempurna hidupnya -baik hati sombong -rajin menabung -paling bahagia"
fear,takut hati sayang someone.. takut ditinggalkan. takut berharap. takut berubah. takut hadapi realita something bad happen. pendek takut benda arah :(
anger,"mudah jatuhkan omongan manusia lemah mengeluh :) menjatuhkan saya, bersaing malas malasan ratusan ribuan orang mencoba menyingkirkan mu"
love,"mulianya tugas orang tua membesarkan anak. mengemban amanah tuhan menjaga, mendidik, menyayangi memelihara anak. berilah cinta kebutuhan lahir batinnya."
happy,"berasa baca fanfict chaebol... heolll... indonesia, loh orang hidupnya nonton cerita drama korea. simak mari..."
happy,"sahabat guru #pakarkomunikasi neniyulianita ani teman teman akademisi ""selamat milad fikom_unisba 35"" semoga lulusan fikom unisba berkualitas"
fear,"barang elektronik gimana? kadang takut buang headset baterai sampah. soalnnya bahaya...trs botol spray, meledak suhu tinggi.."
love,"mencintai jaewon bisa, menyayangi jaewon bisa, budak cinta jaewon bisa, istri jaewon bisa, request maunya"
fear,"coba cari kecebur jatuh , terperangkap didalam , guanya gelap & banjir licin ajach kepleset"
happy,"manusialah, polisi penjaga bertugas makam mantan presiden mustafa kemal kek patung tertarik foto hahaha"
happy,"kagum sih dia. she's younger than me, badannya kek anak smp mimpin cabang isi 80 orang cabangnya one of the best region banten"
fear,liat boneka susan ampun. lha diajakin nonton film horror boneka sabrina.
fear,tuhan izinkan bahagiakan orangtuaku tertidur peristirahatanya : )
fear,seram tuh pas dapur masak. berusaha nyalakan kompor. palaur. diajak duduk lg. jam 12an diam gratak tangannya. berkat drama india antv. full nyambung diajak ngomong.
sadness,"besoknya mamak telpon. ""kemaren bapakmu bandel kali, hujan lebat, maksa kota. rapat tinggal, demam gini dia."" aaah ya allah"
sadness,"ikhlaskan menghujat menyakitimu. memakai ayat pembenaran tindakannya, pakai ayat ayat tuhan focus memperbaiki"
happy,"bilang "" guru jiwa keibuan lelaki gag coba ya materimu gag kagum "" tersenyum billang allhmdulillah anak berpengaruh positif"
love,langsung perasaan seseorang. cinta teramat sayang kenyamanan ketenangan hati.
anger,hilangin sifat gengsi ujungnua bikin capai dipandang lenih rendah buruk dibandingkan orang lain. habisnya nurutin orang. mending coba nerima kekurangan perbaiki kelebihan
sadness,"sayang sekali, niat baik, terwujut dilanjutkan sebaliknya. ketidakmampuan membedakan urusan kontestasi politik urusan kesejahtetaan warga tanggungja"
fear,sukses tim ombudsman ri mohon kebenaran fakta ditindak lanjuti serius tempo sesingkat2nya menjadikan banyaknya permasalahan menunggu seolah2 penundaan berlaru
sadness,"pergi jalan perbebatan dulu. ya gini anak sulung, pergi dibolehin gegara adik nangis kejer ikut. nempel kek perangko hm:"""
sadness,"malam 21 ini, berdoa, semoga overdosis negeri dosisnya apapun itu, aja, aja. baeek"
anger,benar? pintar? pendidikan kmubs3 amrik nilai bagus? lernah rektor pt? kontribusi negiri banyak?
happy,"pondok pesantren hidup aman nyaman masyarakat mayoritas penduduknya penganut agama hindu? mendorong sinergi alami agama, toleransi, demokrasi indonesia,"" dia. #jokowi2periode"
anger,"kesal orang duduk lesehan lega, pilih deketin niban dengkul dengkul"
sadness,"dek, kirimkan foto adik berdua abang. umi post story *ngirim* kemudian, *klik story umi* lhaaah muka-ku dicrop"
sadness,"kakek nenek stop keluarga gue, pelit, tradisi macem nyebar uang, nyawer thr, sejenisnya merendahkan martabat manusia, si penerimanya"
sadness,"iyaa ikut, kemarin malemnya kayak kurg enak badan, pilek batuk.. ehh ktrusan samp sore, enak prgi2 halal bi halal ath ntr.. yuukkk"
fear,"beeuughhh jaman duluuuu parno ngebayangin ini. liat tukang cukur bersihkan rambut laki2 pakai pisau2 ituloh.. langsung kebayang ""itu pisonya dipakai rame2? berdarah? kena lain? sterilkah?"""
happy,"aslinya pontianak tinggal semarang kak.. i'm a big fan of small towns and old shop, senang bandung diary heehehe.."
sadness,diyana sakid hati. menggerogoti pensil menghilangkan kesedihannha.
happy,yah kayak si laudya duda anak 1 ce ..dudanya sayang deh fokus skrg..fight n semangat putuskan menetap tua n death disana
fear,"menyimpan pemikiran/kekhawatiran takut orang nampak baik2 saja, lupa berkawan melegakan"
sadness,"ketemu orang negatif, bawaannya pesimis mulu. ide bagus, dijalanin, matahin ddpn. socmed dia, seakan2 prestasi sgla2nya"
happy,"senang rambut rol semaleman ngembang. wkwk kasihan bet rambut lurus dicatok kayak ya bawaannya lurus -,-"
fear,"[bb] maaf oot, kemarin malam chat bertengkar pacar bilang udahan maki2 balesnya ngechat engga, putus sih? terima kasih"
happy,"pagi mas nyaa, duhh enak ucapan met pagi netijen twitter. wkwk btw kejauhan nih? alias darimana kota tinggalmu? wkwk"
anger,sulitlah dipercaya ocehan si rusdi nasution penjaga toko mas kimak tukang bikin hoax ini.. tarkul ko lae nasution
sadness,"nih chat isinya""selamat tidur sayang, "".semoga mimpi indah yah..good night"".. diinget-inget, kali chat kaya teh, pas zaman sangkuriang najong parahu..."
sadness,"iya sayang sumpah episode bawain lagu gacocok :( nampilin itu, hidden gem"
anger,"setua ini, teman sma suka nyinyir ""kamu kuliah ambil soshum sih, sayang ilmu ipa sma"", jitakin..."
anger,orang berjuang tuk menggapai cita2 benar-benar netesin darah+keringat. orang sediain karpet merah menyia nyiakan kesempatan.. kadang suka kesal toyor orang bgitu..
sadness,miris orang berkedok laginseorg oendidik agama bijak tata bahasa menyinggung orang media sosial.
anger,thread dipersembahkan wanita permisif pelecehan dialami wanita alasan kejadian mengadukan. khanmaen..
anger,"rupiah jatuh anjlok ramai menyalah-nyalahkan pemerintah, gilirah rupiah menguat mingkem. anggota dpr menyalah-nyalahkan polisi, pas bom meledak salahkan pemerintah lagi. #gituajaterus sekjend pbb"
happy,"kecil. pas belajar sepeda, dipegangin eh perlahan dilepas mengayuh sepeda sendiri. detik hehe"
anger,bilang apa??? kebaca benerrr kelakuan lo....
happy,telat ramai nya ya dok... alhamdulillah paham geli ramai hehehe...
anger,naaahhhh keookkk kan.. ?? bong terbang langit dululah berkutat kolam kerruh.!
love,"tatkala semesta menciut sesosok makhluk, tatkala sesosok makhluk meluas menjangkau tuhan, cinta."
sadness,"inshaaallah juli thal, doakan ya. kamu, maya, dinda pokoknya! temen-temen smpku tersisa, diana juga. sedih tenan ya"
sadness,"ramadhan udan masuk 20. saya? gini gini aja, perubahan. taun ketemu ramadhan #islahdiri"
love,"apapun terjadi, hadapi, terwujud impian hati ~ yakinlah tuhan merestui, cinta abadi ~ dunia berputar, cinta takkan pudar ~ tiada berubah, abadi masaaaaaa ~ aahhseeeek"
love,"meneriakkan namamu deras hujan, memandangmu kejauhan, berdoa hening malam. cinta diam kupertahankan..........."
sadness,"berangkat ngaji hujan alasan berangkt!! klaupun ngeles orangtua langsung bentak marahin ..tp orangtua bentak video'n, viral, tangkep polisi #oldmoneygakngerasain"
fear,ketakutan melanjutkan hubungan arah serius memutuskan pisah laki-laki sayang gue.
happy,"berbeda suku, agama marilah jaga persatuan persaudaraan pemilihan presiden bupati terpecah belah. menyapa. bersatu padu,-- --"
fear,"ngeri laut lepas which is ditengah terhampar luas air ngeri abiiiss ngerti phobia bukan, trauma laut lepas. aneh ngeri, asli."
fear,"logika gini, sblm2nya teman-teman deket2 kamar setan nongol anjir. gara2 si abang nongol setan, takut."
happy,"ternyaman, indah matahari terbenamtempat dimana butuh"
sadness,mudah2an kasihan martabat habib dijaga kasihan pengikutnya rela mari membela junjungannya kabarnya calon presiden siap2 mental menang
fear,"+ paman nya kemarin. pria paruh baya menghampiri nya membawa papan nama bertuliskan namanya. ""ini mas jefry?"" nya ragu takut salah orang +"
sadness,pas tepar tugas b indo mtk ekonomi -_-
happy,"not only educated...tapi isteri menjadi, sahabat baik, kekasih isteri suami. in shaa allah...niat nuhaa tu, petunjuk allah swt."
sadness,"ya allah, timeline berderet twit bmkg. gempa susulannya berlanjut berselang menit. #prayforlombok.. stay safe"
happy,"abis sahur, sembahyang subuh balek tidur lagi, bangun jam 6.30 ruangan jam 7 5 menit, sptinya mengapresiasi mandi, seragaman, pakai bedak gincu berjalan 25 menit"
sadness,"khatam sifatnya, tololnya ""feeling use, but i still missing and i can't see the end of this."" pkknya sotoi orgnya ceritanya rubah pandang dia, peduli dia, perhatiin dia. but.."
fear,"iya sepolos ituuuu ngelive muncul acara apa, degdegan takut salah mata netijen :( abisnya netijen seram ngehujat kasihan dianya soft kejamnya"
happy,amin mokasih yo enak :) selamat ulang da ade sukses :d
fear,"terseram, caraka malam ditengah hutan belantara. dibayangin, asli serem. disuruh jalan, disuruh apalin sandi banget, ditengah dikasih masalah, ditengah pocong2an, lewatin parit, penerangan apapun. kacau asli."
fear,"wkwkwk laah masi menata hati menata menjombs, & nyaman jombs, dikenalin masnya, ku & takut pelarian lg, pelarianku masi moveon mantan (cowo idamanku), pelaria"
sadness,"bersyukur dikasih rezki sekolah yah fasilitasnya lengkap. mereka? sekolah kapal compreng jaraknya rumah mereka, hebatnya keluh"
love,"suka, happy hati, bikin pasangan bahagia...itu romantis."
love,"yah namanya cinta. cinta banget, cinta aja, lumayan cinta, cinta pisah. yah namanya cinta ngeplanning besok kasih cinta persen doi."
sadness,"sma tuh namanya perawatan klinik kecantikan macem erha,natasha deh mama benar-benar dilarang suka dimarahin ngrengek perawatan:("
anger,"ppdb sman 10 depok masukan berkas jam 9.45 pagi jam 15.30 dipanggil juga, manajemen file nya ini, petugas ppdb nya info tanyaan meja penerimaan berkas"
happy,"terima kasih tuhan , 23 (1 jam lagi). berharap orang tulus sayang perduli memandang sebelah mata , lancarkan usaha ku dewasakanlah pemikiranku ."
love,"feeling perna rase, like jumpe soulmate like we got the same vibe, same feeling, eh gila la jatuh cinta je everyday. the feeling perna bosan orang tu, tgok muka bosan, fui sumpah senyuman"
sadness,pati seni tari angguk diekspose #aslipati #nguri2 seni pesisir
anger,"kelakuanmu mencerminkan kelakuan pasanganmu nanti, menyebalkan ya siap2 pasangan menyebalkan juga.. teman2 sih? apa?"
love,"""yaudah apartemen ya sayang"" tersenyum. amber berjalan menggenggam tangan kekasihnya lobby. ""kamu tunggu ya sayang, ambil mobil dulu"" melepas genggaman tangan kekasihnya."
sadness,rindu hujan. kali bertemu jarak memisahkan. membenci hujan. mengucap perpisahan.
fear,[askmf] jam 10 beraniin line duluan. masi takut buka line(aplkasinya stop notif) takut gadibaless:(
anger,"i jago komentator analis bal-balan, salah terbaik sini. nalar logikanya harrasment via vallen dangkal, picik, memalukan betul."
love,cinta penuh berharga. cinta senyum dirimu
happy,menurutku koalisi keummatan mainan elit partai saja...rakyat akar rumput pemimpin pilih 2019...pilihannya jujur kerja kerja kerja...
sadness,"iri,kita sepi sendiri-sendiri. hidup orang meriah,itu sepi dirayakan mewah. - adimas imanuel"
sadness,"iya lelah menunggu menganggapnya teman, lelah menunggumu memelukku lagi."
love,"ciptaan tuhan, superhero malaikat. lakukan dek. aku, anak nomor murah hati, mohon semoga cepat dek #menjauhdarijanji?"
love,"sunyi bagiku, pagi menjelang siang sore menjelang malam. sebaliknya, tiada hentinya tuk memikirkan mu, mengapa? bersaudara? alasanmu tuhan!? sadar, sadar cinta buta"
happy,"tapiii efeknya kerasa :"") mukaku tipe muka less problem hehe jerawatan pas pms kalopun breakout ilangnya cepat dibiarin minyakan :"")"
fear,"jujur ya takut, banci ngamen sih, kejadian banci ngebegal, seram lahi marah marah nodong piso"
sadness,"cerita kesiapa begini? hancur hidup pikirin gimana hati ku sedih, nangis menetes air mata kayaknya lirik lagu sayang pia palen deh wkwkw"
sadness,"intinya, seleksi lalui, igtt seleksi alam terduga ujiannya sulit mudah."
happy,"nonton film cendana, bareng harto bu tien, sih ya kepikiran apa-apa, piyik, dipikirkan cing ato pas nonton film yah? cemilan wqq."
anger,"gak.seperti mbak hobi carmuk sok pahlawan kebengenan. serah serah, masanya jatuh ketauan keburukan sebenarnya. ngurusin urusan anda, biar tuhan menerima balasannya"
sadness,"ingat, bercanda tertawa. kisah tertulis secarik kenangan berharga. aku, -cinta. sayang, lagi-lagi kenangan terulang. terimakas"
sadness,"tipe cewek pacarin. tapi, kandas ditengah jalan. itu, berfikir cinta yah cinta alasan & syarat"
anger,"habis pikir, orang benar-benar nikah hitungan tinggal main belakang. otaknya mati kali ya! jauhkan laki-laki kayak ya allah"
fear,"cerita akrab susin 2 bulanan kerja. kayaknya akrab bgt, teman sekolah aja. gimana kpribadian susin sbnernya. si d ini, perhtiin, ngeri ya diajak ngobrol."
anger,"rumor umpatan apalagi, partai oposisi mencela citra sosok presiden ir. h. joko widodo. deh lu..."
fear,"main rumah teman tuh. pas pipis liat cd merah gitu. langsung izin pulang bilangnya mendadak sakit pas rumah bilang, ""itu""kakak berdarah mah. takut. pas main jatuh. pas diliat dibilang mens. hue besoknya pe"
happy,allah terbaik kita. . . . sesuai allah kasih. . . bersedih. . lapangkan dada ikhlaskan hati. .
happy,"sehari. betah, repot. terima kasih, cakleg , rumahnya singgah menyenangkan."
sadness,"kesalahan malam ini, masak indomi sebungkus masak bungkus lagi. sekarang.. enek liatnya. susah menahan napsu duniawi"
happy,"anteng main, bayi video call dibeliin pesawat robot. edisi mobil robot, ketagihan. carinya kapaaan.. rapat rabu, jumat pulang. keukeuh neng beliin."
anger,"supir bak hilux tolol, jalanan lebar bisabisanya ngelindes kaki w. pas kaki kelindes mundur/maju cepat cepat hah hoh hah hoh. sakit tot. bodoh dipelihara, kucing tuh dipelihara"
sadness,"salah temen, benarnya juga. zaman butuh, kecuali kenal lama. kadang kenalnya sih, hahaha"
fear,seram krl malam malam akibat cerita nyokap adik iparnya krl hantu (kereta hantu gitu) st. lenteng agung st. tebet. yah krl ber-ac kayanya.
anger,"hah? kemarin dipermasalahkan gitasav sexual harrasment gitasav tristan, sih bener. dipermasalahkan merespon helmi. those are two different cases. kayaknya ya salah paham kemarin kontra gitasav case mana."
happy,"bagus woy lagunya!!! pas nonton livenya ditambah fanchantnya. merinding gila. pokoknya album memanjakan telinga banget, disayang-sayang deh albumnya"
anger,ya...slalu z obat urgent hapus bpjs?ada penggantinyakah???klo sihh gpp...jgn kr alasan rugi abat2yg dihapus.
anger,"pan belajar bayar pajak ya.. tau, ya kantor pajak. pencerahan dapetnya emosi. males bayar pajak ribet, tar lagi.. lucu.."
happy,pret ngabisin tertawa ya ngabisin memikirkan kamu~ apasih
happy,selamat siang sahabat pos. kiriman diterima ya sahabat. terima kasih mempercayakan layanan :) ^fd
fear,"yess pemilih kriteriaku suka ketinggian gitu, bosenan, takut pas nikah bosan :("
happy,congratulation semoga dilancarkan kesempatan memandang orang orang panggung break a leg!!!
fear,"adaaaa, eh ding ah, takut daerah rawan. malam aja, pulangnya dianterin ramai-ramai saking rawannya"
anger,haha jujur ay bohong haha ! : bohong jual hayo
happy,"iqra' = bacalah.. bacalah kalimat.. asik.. eh separagraf... tau"" keasikan bab.. buku..."
anger,"efek pintu tol slipi arah semanggi ditutup, macet parah sini. polisi ngatur jagain jalur busway"
sadness,"berita pendeta ngebunuh anak angkatnya salah, korban kondisi hamil, dibunuh diperkosa dulu, miris kali"
love,"intinya sih.. siapapun, sayang kamu. 6 (?) ngitung 3 bulanan wkwk."
anger,"isu kristenisasi isu kebangkitan pki. data, minim fakta bilapun oembingkaian kuar konteks! isu membangkitkan hantu keuntungan politis ekonomis."
love,"alasan nama ria manusia bernama ria tertawa sedih sekalipun.kata 2 orang tua itu.thanks god, i cintad them."
anger,"pajang hadist ayat allah pembenaran. niat sama, takkan jual ayat hadist pembenaran sepihak."
sadness,"mudah mencintai bilang cinta denganmu jatuh cinta,tapi jodoh - menyimpan /devano danendra"
sadness,"kehilangan salah karyawan, lebaran. dipusingkan mencari penggantinya, mencari karywan pabrik susah dibandingkan cari orang tukang parkir."
sadness,"kadang suka kasihan tukang parkir, kebingungan markirin jet acu saking gedenya. prefer ufo deh. minimalis parkirnya #keluhanborjuis"
sadness,"selagi baik,silahkan pergi seenakmu saja,tapi berubah drastis,jadi berubah,tanyakan dirimu sendiri:)"
anger,"ahli, otak berpikir. pikiran saya, prof ""ngelmu"" apologetik tk setujui. maaf, spirit akademiknya agk ganggu respek beliau."
anger,"ku bersyukur pas nonton fm ngerekam pakai hp... kamera professional wkwkwkkw tengkyu mecima bando2 disuruh lepas semua, menyebalkan ya orang2 ngerekam pakai hati aja, ngerekam lewatin kepala kali... serakah"
love,cinta ka dije hahahahahahahahaha goodnayt mimimingg menyelesaikan meng-approve 6000+ row usulan daerah
happy,puncak spiritual orang perasaan malu dihadapan allah swt. orang beruntung orang ukurannya sendiri. @ balikpapan
fear,"trend. permintaan pasar begitu. diriku sih influencer baik, karen suka main game, influence orang orang beli game original takut bicara kamera :("
anger,"story ig tulisan ""stay with me"" pegangan tangan, baaahhhh cocot netizen berbondong menyerbu diriku mengata ngatai seakan segalanya."
fear,"sehari dirumah dengerin lagu pakai speaker, eh tbtb mati dipakai charge tandanya ya, seram deh abistu keinget film sabrina itu:))))))))) bilang gini"
anger,"me motor dijalam. bocah: bang, standar me: langsng liat bawah. bocah: standar itu. mukalo standar. tertawa cabut. me: ye anak setan. #oldmoneygakngerasain"
happy,ketemu orang orang baik. umur muda masyaallah ibadahnya biasa. ukur segitu ngapain aja? sibuk oppa korea
anger,"twt tolong coba tatar mereka,biar sopan santun songong ajar"
sadness,"berita via vallen dm pemain sepak bola terkesan ""menggoda"" sexual harassment, liat komennya bilang lebay publish kek ""biasa aja"" parahnya nyinyir perempuan :') miris"
anger,seakan apa-apanya tuh nikah nikah nikah nikah nikah nikah nikah nikah nikah hmmmmm kepala isinya nikah ngapa ya? nikah gampang
happy,"lingkungan berisi orang-orang hebat menyadarkan betapa upgrade out standing! salah satunya duta bahasa, kemampuan wow bgt!"
anger,tipe orang kepala langsung dikeluarin nd koar-koar social media nd tere liye mario teguh mengeluarkan kata-kata bijak nd menginspirasi terpuruk bahagia. but actually pen koar-koar sih
happy,"baju outfit favorit? pakai, baju lain. kotor langsung cuci , keringin, pakai"
fear,minum obat sakit ye awas besok tidak-masuk
happy,"alhamdulillah.... bahagia ramadhan menjembatani syeh2 palestina hadir masjid pelalawan hari, berbeda....."
sadness,"kaya itu, seharian mantengin asian food channel, ngliatin makan sodap2. ehhh makan indomie ngemil kerupuk gegara malas kos"
sadness,njir dada sebelah kiri sakit :&
anger,mardani & mingkem ! masyarakat cerdas #janganpilihpartaioposan menyesatkan !!!!!
sadness,"/am/ sayang coba nyatain kekamu, peduli, suka tunggu lagi:)"
sadness,"tersesat bgt. belajar teori sosial, dikasih angka rumus bikin nyaman, jatuhnya orang tertinggal kelas."
love,"!rp hai ele. maaf ya romantis. ungkapin perasaan gua. tertarik lu, sayang lu, cinta lu. serius perasaan gua. panjang. ele will you be mine"
love,rumah alhamdulillah teryata suami masak capcay bihun goreng berangkat kerja pagi. gini nih bikin cinta
sadness,ya masuk partai penista agama hak pilihan dia... sayang sbaik nya membawa bawa nama allah dn membawa bawa nama tuk k pentingan pribadi
anger,"teman-teman turned out being asshole cewek ukhti2 hijrah cowok abdi negara, statement ku sosmed menyangkal orang2 kek gitu, parahnya pacaran bangsat"
sadness,"wagelaseh, cuti ditolak. 135 orang rumah. ""lu sih pong, libur langsung kabur."""
sadness,"kadang anak sd,pulang sekolah tidur siang,bangun2 main harvest moon /pepsi man memikirkan ina inu."
fear,"oo gitu, beda kali ya, disuruh mensnya ngegumpal takut kista pas minum pil kb lancar jaya"
happy,"disaat orang orang ramai twitter, riweh nyiapin nobar piala dunia. 28 nobar durasi acara 5 12 jam. #ahlanwasahlanpildun"
sadness,kemarin mao ganti ava susah
happy,"alasan utamanya 'mereka' kado sweet 17th nanti. aku. itu, ketemu pulang rumah"
anger,"rasis berbanding lurus govlox... anti pancasila kebanyakan govlok rasis... ganti presiden? silahkan dukung anti pancasila, negara berhiaskan rasisme kegovlokan... mongooo"
sadness,"seringin latihan fake smile menjelang lebaran ""jadi kakak nikah?"" ""calonnya mana? ada?"" ""gak liat ibu/bapak gendong cucu?"" hahahahaudah puasa 19 :))"
happy,"akhir-akhir seneng-senengnya nonton foreign filmatau film-film non hollywood. film-film asing kalah bagus. storyline, cinematography, visual effects dsbnya bener-bener anti mainstream."
happy,"alhamdulillah, selesai membaca buku ini. semoga ilmu diperoleh berkah bermanfaat. amin #ayomembaca #satuharisatubab @ jakarta"
love,"ngumpulin upeti kanan kiri... kasih hadiah suami panerai... anniversary/ special day.. kasih aja... membahagiakan menerima kasih suami gpp, *kl njum suka kasih pacar2 an alias zonk lahir btn"
happy,buka chrome langsung muncul logonya wkwk #exo #exoplanet #theelyxion_dot #exo_comingsoon #weareoneexo
fear,pin blan juni tidak-pertandingan bulutangkis khusus rw cewek :( ky
happy,"berganti sore, letih meningkat, semangat ya!"
happy,"senang berbagi kebahagiaan pengguna jalan & saudara menjalankan ibadah puasa bagi-bagi tajil & makanan berbuka saja,tapi penampilan jne idol freestyle bola menghibur penggunajalan lampu merah"
anger,"sahabat cowok 2 nih, nya konsisten bohong lagi. sih? berkali2 dimarahin bohong mempan2 juga. kodratnya suka bohong gimana?"
happy,"subhanalloh ,ternyata neng cantik kader nu aktif ippnu,mudahhan kader militan nu menjaga marwah organisasi."" #jayalahnu"
anger,"pelajaran pemain bola lain, biar sembarangan perempuan. berasa kontol bagus dunya ini, kalyan sebebas perempuan nolak, speak up dilecehkan kalyan."
happy,citacita pemenang giveaway tercapai. yeayy. voucher gratis makan pizzahut. terima kasihh memilihku. terharu
love,"lihat sayang, berjuang menunggu mu datang, menjemputmu pulang. sayang hati ku genggam. pergi. menunggu disini.."
fear,pas jalan tengok belakang. mobil mereka. pas surabaya tbtb mobil :( takut kenapa2 :(
happy,udaranya mendukung makan abis tidur hoam :o
fear,penularan vertikal 95%. aduh seram ya....makanya disarankan hamil menjaga bayinya horizontal 5%
happy,iya rebutan colokan penuh :d dibis karokean tuker2an cemilan wkwk
fear,"membeli kolak berbuka puasa. habis tadu tida. dibuang sayang, dibesokin takut basi. nyokap 'siapa berkahnya disuapan terkahir'. segenap jiwa raga kuhabiskan kolak"
sadness,"20hari puasa saur kesiangan, ke21 merasakan makan saur supeerrr dupeerr ekspress, 1menit imsak bangun yassalaaam"
anger,"nomor hangus dipakai disetting kartu min? *maap min, kekeh pertanyaannya*"
happy,"mimpi absurd semalam : nongkrong toko makan martabak (beneran duduk nongkrong mksdnya), disamperin dian sastro..dia martabak nongkrong ngobrol.. lupa doa sebelom tidur"
love,suka oppa huhuhuhu
sadness,"katak tempurung, kepercayaan hegemoni ilmu sains teknologi solusi pragmatis apolitis beragam permasalahan indonesia, bentuk dogma sila google 'scientism' sila google 'arogansi alumni itb' eh"
love,"jatuh cinta poni samping sayang senyum gini, rela deh ngelakuin apapun jagain senyuman diwajah by :"
love,"#temanbukanpacarbukan bilang sayang deh tuh. naaaah, sayang sayang nya namanya maunya ketemu maunya diliatin orang-orang"
anger,"ig nya langsung, menghapus akun kebijakan ignya? pastikan... salahkan rezim.... akibat rezim masuknya fitnah.... n"
happy,"ensenang indramayu pakdhe , semoga pintu tol pusat kota indramayu mempermudah mengakses tol cipali. indramayu tol cipali warganya sulit menikmati. last but not least, klalen mangan pindang gombyang ndas manyung, pakdhe."
sadness,"ddk baca replies ni, tiba2 air mata mengalir... benda seram ibubapa... xkn perkataan parents kesan seumur hidup"
anger,"lebay sih kygt sholat cerita, terbuka orang y njing. solusinya kekgitu mah gaperlu dikasitau"
anger,".... harga sepatu 13,6 jt.... gimana bicara rakyat miskin.....?? harga sepatu 13, 6 jt. = 6 x rata2 umr /bln rakyat ..... bicara kemiskinan rakyat....??"
sadness,"peng stalk akun twitternya juned memori sma benar2 kayak otomatically re-play in my brain.... kangen kangen isinya, kangen tertawa ketiwi kantin nongkrong rumah delima rumah msg2 anggota mak"
fear,"serem,baru buka facebook eh notif cowok ngelike semua2nya facebook :) ngechat2 jelas,please leave me alone"
love,"terganti, kunanti, takkan ku lepas lagi. pegang tanganku jatuh cinta kali indahnya.."
sadness,"sepakat orang-orang mereduksi kapitalisme sebatas penciptaan lagu cinta. kapitalisme dunia musik itu, luas eksploitasi, ketidaksetaraan gender, kesenjangan produksi dll."
anger,"mikir besok pemimpinmu siapa, mikir sahur makan dulu. berharap takjil saur on the road, fix sok koar koar deh gonta ganti pemimpin xixixi"
love,"hoohh~~ white2 prince meneduhkan hatii duh~ bawa bunga leleh bawa sekoper uang, sekotak emas kann"
happy,"selamat malam, semoga dijadikan pelajaran besok kesalahan lagi, semangat tuhan sayang"
anger,"kabur bangga, pengecut. imam mesum??? kabur??? orang goblog belain takut masuk surga, ajaib!!!"
fear,"btw ya ngeri sih olx ladang penipu. barusan pajang barang langsung 2 orang tanya. 1 cod maksa banget, 1 mandiri e-cash"
sadness,maklumin omongan mommy setujuin suka suka co umurnya beda yah cari duda mapan berumur
sadness,"konten ask fm seru2an teman-teman berbau seks sekali, jawabin normal2 mention ya, sedih"
love,"pixy lama-lama gemesim yaaaa. jatuh cinta lip cream nya, nya jatih cinta lain. huft"
sadness,"pagi semilir angin bercampur embun kurasakan, langit langit hitam membiru, cahaya mentari jua ufuk timur."
anger,tetangganya responsif ms. diperbaiki. pelanggan dipedulikan dulu.
happy,"cari capung bareng teman pakai sapu. capung, capungnya ditusukkan lidi. dibakar ramai ramai dimakan. bikin sehat #oldmoneygakngerasain"
sadness,"iyaa kii luu, emak idam d kawinin pmarahan charles, keduluan d kawinin :("
happy,lawan mah menang nya ta tidak-enak :p
fear,"hehe kak, nih diajakin nonton sabrina ngeri modyar! dibioskop merem tutup telinga."
sadness,oh sabar ya:) video anime2 ran :'( apus :'( :'( :'(
happy,"semangat puasa turun bulan, allah semangat malam lailatu qadar biar semangat beribadahnya soswitnya allah baiknya allah nikmat tuhanmu manakah dustakan?"
fear,"bangun tidur cek handphone pergantian schedule besok tugas terbang china. langsung meleeekk, huaaa takut tugas terbang"
fear,yaallah kuliah ditempat bayaran nunggak jual mobil deh rumahnya pindah2 jdkan takut
anger,"seni demokrasi yah mengkritik mempatuahi, beliau presiden, sekjen pbb siapalah. dikritik? mati disurga damai kritik, yah pasti. ha."
anger,"lha bknnya elu imam cabul dibelain 7jt orang tolol lho, kebayang betapa begonya manusai model takut masuk surga??"
fear,"salah mohon , perintahkan menkes menambah ruangan khusus ""sakit jiwa"" rumah sakit. sbab, menutup kemungkinan, pilpres, rumah sakit dibanjiri pasien ""sakit jiwa"". tanda2 kearah sa"
sadness,"liburan jakarta abis. jepang lagi. manyun. 'aku re-schedule tiket nih. balik.' 'reschedule tuh bayar lagi.' 'ya gpp. kangen rumah kangen mama papa abang, kamu..' 'sayang uangnya. ditabung' marah"
anger,"heran bu,yg kebijakan presiden partaimu pemimpin partai sang nyonya besar.."
